Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nMS2_mean,nMS2_var,nMS2_stdev,nMS2_max,nMS2_min,nMS2_median,nMS2_muc,nMS2_notempty,cMS2_mean,cMS2_var,cMS2_stdev,cMS2_max,cMS2_min,cMS2_median,cMS2_muc,cMS2_notempty
934,3540.000000,3196044.000000,2608240.000000,5310.000000,902.837288,736.790960,1.500000,4425.000000,280033.310734,368378.277966,-153104.406779,0.000000,0.000000,0.082017,5.190453,6.827939,-2.837810,0.000000,0.000000,12.100411,28.372663,2.246220,12.100411,5.326599,1.309636,24.000000,20.000000,2.000000,737,903,2,717,879,0,754,925,3,12.173728,  2956.936467,    54.377720,   255.000000,     0.000000,     0.000000, 43095.000000,169,4.603672,   161.100579,    12.692540,   109.000000,     0.000000,     0.000000, 16297.000000,1344
935,2948.000000,2661000.000000,2258708.000000,4422.000000,902.645861,766.183175,1.500000,3685.000000,228105.085481,192706.279511,-42872.765264,0.000000,0.000000,0.087176,5.396327,4.558891,-1.014249,0.000000,0.000000,10.042395,24.440433,2.054980,10.042395,4.943726,1.271362,24.000000,20.000000,2.000000,766,903,2,746,879,0,785,917,3,7.698439,  1904.482155,    43.640373,   255.000000,     0.000000,     0.000000, 22695.000000,89,4.861261,   156.374705,    12.504987,   117.000000,     0.000000,     0.000000, 14331.000000,1202
936,2712.000000,2420424.000000,943704.000000,4068.000000,892.486725,347.973451,1.500000,3390.000000,214894.088495,138149.522123,-27816.955752,0.000000,0.000000,0.089635,5.682047,3.652832,-0.735512,0.000000,0.000000,9.424516,21.051329,1.811945,9.424516,4.588172,1.219125,18.000000,21.000000,2.000000,348,892,2,330,880,0,369,910,3,10.342920,  2531.402096,    50.313041,   255.000000,     0.000000,     0.000000, 28050.000000,110,2.982300,    65.312117,     8.081591,    75.000000,     0.000000,     0.000000,  8088.000000,909
937,1052.000000,938612.000000,708808.000000,1578.000000,892.216730,673.771863,1.500000,1315.000000,25121.247148,27602.585551,-12287.984790,0.000000,0.000000,0.122905,2.347939,2.579855,-1.148487,0.000000,0.000000,5.050700,5.343974,0.582365,5.050700,2.311703,0.835087,12.000000,12.000000,2.000000,674,892,2,662,880,0,683,903,3,9.695817,  2380.687594,    48.792290,   255.000000,     0.000000,     0.000000, 10200.000000,40,3.804182,   111.542970,    10.561390,    81.000000,     0.000000,     0.000000,  4002.000000,440
938,2032.000000,1815512.000000,1660448.000000,3048.000000,893.460629,817.149606,1.500000,2540.000000,79858.519685,93592.850393,-13956.031496,0.000000,0.000000,0.098689,3.102818,3.636450,-0.542246,0.000000,0.000000,6.837958,11.654306,1.084514,6.837958,3.413840,1.027413,16.000000,13.000000,2.000000,817,893,2,804,880,0,830,909,3,9.537401,  2342.228044,    48.396570,   255.000000,     0.000000,     0.000000, 19380.000000,76,3.870078,   104.367159,    10.216024,    91.000000,     0.000000,     0.000000,  7864.000000,815
939,1608.000000,1438364.000000,1707388.000000,2412.000000,894.504975,1061.808457,1.500000,2010.000000,73833.004975,64401.960199,35679.532338,0.000000,0.000000,0.106695,3.919245,3.418621,1.893961,0.000000,0.000000,7.444563,10.594249,1.046829,7.444563,3.254880,1.015372,15.000000,15.000000,2.000000,1062,895,2,1047,881,0,1074,910,3,5.391791,  1346.672788,    36.697040,   255.000000,     0.000000,     0.000000,  8670.000000,34,4.126865,   120.999452,    10.999975,    90.000000,     0.000000,     0.000000,  6636.000000,465
940,4136.000000,3731440.000000,1722140.000000,6204.000000,902.185686,416.378143,1.500000,5170.000000,367348.584139,395465.392649,-143310.413926,0.000000,0.000000,0.077872,5.533131,5.956636,-2.158591,0.000000,0.000000,11.567640,29.194073,2.203735,11.567640,5.403154,1.301327,22.000000,20.000000,2.000000,416,902,2,396,882,0,434,924,3,3.575918,   899.289519,    29.988156,   255.000000,     0.000000,     0.000000, 14790.000000,58,1.946324,    33.484905,     5.786614,    54.000000,     0.000000,     0.000000,  8050.000000,996
941,116.000000,103444.000000,125144.000000,174.000000,891.758620,1078.827586,1.500000,145.000000,328.551724,2981.241379,843.172413,0.000000,0.000000,0.256305,0.580755,5.269707,1.490409,0.000000,0.000000,6.106767,2.338591,0.215062,6.106767,1.529245,0.599130,10.000000,4.000000,2.000000,1079,892,2,1076,882,0,1083,899,3,8.793103,  2183.748125,    46.730590,   255.000000,     0.000000,     0.000000,  1020.000000,4,5.181034,   279.401724,    16.715314,    96.000000,     0.000000,     0.000000,   601.000000,23
942,2068.000000,1851944.000000,1269716.000000,3102.000000,895.524177,613.982591,1.500000,2585.000000,107443.373307,74387.791102,-19497.129593,0.000000,0.000000,0.098112,4.077984,2.823368,-0.740008,0.000000,0.000000,6.999466,11.643154,1.075911,6.999466,3.412206,1.024689,13.000000,17.000000,2.000000,614,896,2,597,883,0,629,908,3,5.055609,  1264.232513,    35.556047,   255.000000,     0.000000,     0.000000, 10455.000000,41,2.897485,    55.854991,     7.473619,    58.000000,     0.000000,     0.000000,  5992.000000,699
943,2224.000000,2001528.000000,849776.000000,3336.000000,899.967625,382.093525,1.500000,2780.000000,142972.546762,75069.669064,16534.733812,0.000000,0.000000,0.095763,4.925000,2.585938,0.569574,0.000000,0.000000,7.606701,13.130601,1.188548,7.606701,3.623617,1.059267,13.000000,16.000000,2.000000,382,900,2,366,887,0,398,911,3,5.618255,  1401.720602,    37.439559,   255.000000,     0.000000,     0.000000, 12495.000000,49,3.348920,    71.038793,     8.428451,    66.000000,     0.000000,     0.000000,  7448.000000,662
944,864.000000,775144.000000,551884.000000,1296.000000,897.157407,638.754629,1.500000,1080.000000,16495.981481,16218.592592,-5194.629629,0.000000,0.000000,0.131241,2.004594,1.970886,-0.631252,0.000000,0.000000,4.106722,4.074096,0.466216,4.106722,2.018439,0.775406,10.000000,10.000000,2.000000,639,897,2,630,887,0,649,906,3,8.263888,  2041.362495,    45.181439,   255.000000,     0.000000,     0.000000,  7140.000000,28,5.351851,   300.446161,    17.333382,   192.000000,     0.000000,     0.000000,  4624.000000,320
945,1712.000000,1537468.000000,1445468.000000,2568.000000,898.053738,844.315420,1.500000,2140.000000,76857.672897,56343.056074,9482.981308,0.000000,0.000000,0.104490,3.752743,2.751072,0.463027,0.000000,0.000000,6.608306,10.789260,1.056361,6.608306,3.284700,1.018444,14.000000,20.000000,2.000000,844,898,2,831,887,0,864,912,3,10.128504,  2481.631635,    49.815977,   255.000000,     0.000000,     0.000000, 17340.000000,68,4.091121,   124.715245,    11.167598,   119.000000,     0.000000,     0.000000,  7004.000000,697
946,1912.000000,1720600.000000,1347236.000000,2868.000000,899.895397,704.621338,1.500000,2390.000000,87529.849372,77491.079497,16840.267782,0.000000,0.000000,0.100711,3.688408,3.265386,0.709629,0.000000,0.000000,7.054506,12.240832,1.162265,7.054506,3.498690,1.051401,16.000000,17.000000,2.000000,705,900,2,688,889,0,720,916,3,9.069037,  2231.524273,    47.239012,   255.000000,     0.000000,     0.000000, 17340.000000,68,2.845711,    49.521446,     7.037147,    70.000000,     0.000000,     0.000000,  5441.000000,703
947,3384.000000,3092672.000000,3551216.000000,5076.000000,913.910165,1049.413711,1.500000,4230.000000,212244.803782,328228.690307,110945.768321,0.000000,0.000000,0.083259,4.177629,6.460548,2.183753,0.000000,0.000000,10.721437,23.106728,1.850106,10.721437,4.806945,1.227624,24.000000,16.000000,2.000000,1049,914,2,1035,890,0,1065,934,3,1.281028,   325.117275,    18.031008,   255.000000,     0.000000,     0.000000,  4335.000000,17,4.602541,   175.387058,    13.243377,   109.000000,     0.000000,     0.000000, 15575.000000,953
948,4.000000,3564.000000,1032.000000,6.000000,891.000000,258.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.787450,0.000000,-0.000000,0.000000,0.000000,2.000000,258,891,2,258,891,0,258,891,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,4.000000,    63.999999,     7.999999,    16.000000,     0.000000,     0.000000,    16.000000,1
949,2828.000000,2574468.000000,2647772.000000,4242.000000,910.349363,936.270155,1.500000,3535.000000,122661.601131,239690.828854,49981.086280,0.000000,0.000000,0.088392,3.067157,5.993477,1.249778,0.000000,0.000000,9.149027,17.621887,1.486854,9.149027,4.197843,1.141360,21.000000,17.000000,2.000000,936,910,2,923,892,0,953,931,3,9.828500,  2410.520630,    49.097053,   255.000000,     0.000000,     0.000000, 27795.000000,109,6.093352,   356.751098,    18.887855,   190.000000,     0.000000,     0.000000, 17232.000000,1154
950,8.000000,7148.000000,2072.000000,12.000000,893.500000,259.000000,1.500000,10.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.625000,0.000000,0.125000,0.000000,0.000000,0.000000,0.750000,0.078125,0.000000,0.750000,0.279508,-0.000000,1.000000,0.000000,2.000000,259,894,2,259,893,0,259,894,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.750000,    24.500000,     4.949747,    14.000000,     0.000000,     0.000000,    14.000000,1
951,592.000000,532128.000000,469680.000000,888.000000,898.864864,793.378378,1.500000,740.000000,9707.243243,6597.189189,-2141.729729,0.000000,0.000000,0.148868,1.952841,1.327180,-0.430859,0.000000,0.000000,3.428890,2.894424,0.358197,3.428890,1.701300,0.710189,7.000000,9.000000,2.000000,793,899,2,786,893,0,802,906,3,5.168918,  1293.541638,    35.965839,   255.000000,     0.000000,     0.000000,  3060.000000,12,3.065878,    60.677547,     7.789579,    69.000000,     0.000000,     0.000000,  1815.000000,212
952,632.000000,568240.000000,615776.000000,948.000000,899.113924,974.329113,1.500000,790.000000,8979.544303,8119.797468,-2467.696202,0.000000,0.000000,0.145659,1.655635,1.497117,-0.454990,0.000000,0.000000,3.298412,2.730891,0.330888,3.298412,1.652541,0.691662,8.000000,9.000000,2.000000,974,899,2,967,893,0,983,907,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,7.761075,   280.099718,    16.736179,   109.000000,     0.000000,     0.000000,  4905.000000,263
953,1728.000000,1572768.000000,1578324.000000,2592.000000,910.166666,913.381944,1.500000,2160.000000,43999.916666,96151.999999,6690.000000,0.000000,0.000000,0.104166,2.121909,4.636959,0.322627,0.000000,0.000000,6.863036,10.439170,1.014075,6.863036,3.230970,1.004669,16.000000,13.000000,2.000000,913,910,2,903,894,0,926,924,3,7.968750,  1969.670128,    44.380965,   255.000000,     0.000000,     0.000000, 13770.000000,54,10.309606,   609.887296,    24.695896,   183.000000,     0.000000,     1.000000, 17815.000000,1008
954,2428.000000,2200696.000000,1274928.000000,3642.000000,906.382207,525.093904,1.500000,3035.000000,239878.589785,72821.311367,22864.856672,0.000000,0.000000,0.093002,7.350664,2.231483,0.700653,0.000000,0.000000,9.675149,16.803128,1.479849,9.675149,4.099161,1.139565,13.000000,19.000000,2.000000,525,906,2,506,896,0,543,919,3,9.032125,  2222.528015,    47.143695,   255.000000,     0.000000,     0.000000, 21930.000000,86,3.717874,   128.127624,    11.319347,   143.000000,     0.000000,     0.000000,  9027.000000,692
955,840.000000,761332.000000,573828.000000,1260.000000,906.347619,683.128571,1.500000,1050.000000,13190.114285,17134.495238,-2881.542857,0.000000,0.000000,0.132479,1.664215,2.161883,-0.363568,0.000000,0.000000,3.958578,3.972538,0.459130,3.958578,1.993122,0.771457,10.000000,9.000000,2.000000,683,906,2,674,896,0,691,916,3,3.035714,   765.803252,    27.673150,   255.000000,     0.000000,     0.000000,  2550.000000,10,3.432142,   106.634245,    10.326385,    91.000000,     0.000000,     0.000000,  2883.000000,316
956,1752.000000,1599736.000000,1560252.000000,2628.000000,913.091324,890.554794,1.500000,2190.000000,54632.739726,106425.388127,38691.232876,0.000000,0.000000,0.103688,2.586668,5.038869,1.831894,0.000000,0.000000,7.729227,10.468733,1.003505,7.729227,3.235542,1.001167,16.000000,14.000000,2.000000,891,913,2,877,897,0,903,929,3,12.808219,  3103.816996,    55.711910,   255.000000,     0.000000,     0.000000, 22440.000000,88,5.790525,   213.645986,    14.616633,   174.000000,     0.000000,     0.000000, 10145.000000,805
957,2184.000000,1993792.000000,2233640.000000,3276.000000,912.908424,1022.728937,1.500000,2730.000000,64231.531135,154549.684981,3533.787545,0.000000,0.000000,0.096344,2.266790,5.454202,0.124710,0.000000,0.000000,7.817337,13.091856,1.189657,7.817337,3.618267,1.059596,18.000000,14.000000,2.000000,1023,913,2,1009,897,0,1033,931,3,5.254120,  1312.796135,    36.232528,   255.000000,     0.000000,     0.000000, 11475.000000,45,3.378205,   124.181219,    11.143662,   135.000000,     0.000000,     0.000000,  7378.000000,659
958,2904.000000,2650256.000000,2872312.000000,4356.000000,912.622589,989.088154,1.500000,3630.000000,272641.432506,148946.358126,-93971.382920,0.000000,0.000000,0.087614,6.580562,3.595018,-2.268124,0.000000,0.000000,10.263195,19.404387,1.622001,10.263195,4.405041,1.174943,17.000000,21.000000,2.000000,989,913,2,970,898,0,1010,930,3,12.820247,  3105.873981,    55.730368,   255.000000,     0.000000,     0.000000, 37230.000000,146,6.286157,   268.081709,    16.373200,   132.000000,     0.000000,     0.000000, 18255.000000,1088
959,1312.000000,1198400.000000,474744.000000,1968.000000,913.414634,361.847560,1.500000,1640.000000,25441.512195,56190.439024,10758.926829,0.000000,0.000000,0.114182,1.771323,3.912166,0.749072,0.000000,0.000000,5.797671,7.017555,0.727181,5.797671,2.649066,0.899251,15.000000,10.000000,2.000000,362,913,2,352,900,0,370,928,3,6.025152,  1501.255659,    38.746040,   255.000000,     0.000000,     0.000000,  7905.000000,31,2.838414,    73.513153,     8.573981,    81.000000,     0.000000,     0.000000,  3724.000000,313
960,2792.000000,2563864.000000,1652320.000000,4188.000000,918.289398,591.805157,1.500000,3490.000000,117558.005730,279742.166189,-43530.567335,0.000000,0.000000,0.088771,2.990186,7.115477,-1.107236,0.000000,0.000000,10.194435,20.947724,1.779916,10.194435,4.576868,1.211899,19.000000,14.000000,2.000000,592,918,2,579,900,0,606,937,3,7.580587,  1876.256491,    43.315776,   255.000000,     0.000000,     0.000000, 21165.000000,83,3.691977,   150.237585,    12.257144,   148.000000,     0.000000,     0.000000, 10308.000000,961
961,4620.000000,4260740.000000,3043844.000000,6930.000000,922.238095,658.840692,1.500000,5775.000000,345562.749783,645718.095237,7095.238095,0.000000,0.000000,0.075052,4.490943,8.391771,0.092209,0.000000,0.000000,12.957767,38.645346,2.827847,12.957767,6.216538,1.414116,27.000000,20.000000,2.000000,659,922,2,641,900,0,679,949,3,8.775974,  2161.323475,    46.490036,   255.000000,     0.000000,     0.000000, 40545.000000,159,3.204329,    87.628299,     9.360998,   109.000000,     0.000000,     0.000000, 14804.000000,1414
962,2960.000000,2712528.000000,868724.000000,4440.000000,916.394594,293.487837,1.500000,3700.000000,202099.562162,199571.113513,-20961.794594,0.000000,0.000000,0.087058,4.755283,4.695790,-0.493218,0.000000,0.000000,9.538133,22.909351,1.922829,9.538133,4.786371,1.243503,21.000000,19.000000,2.000000,293,916,2,276,901,0,312,937,3,7.236486,  1793.543244,    42.350244,   255.000000,     0.000000,     0.000000, 21420.000000,84,2.667567,    51.035784,     7.143933,    57.000000,     0.000000,     0.000000,  7896.000000,943
963,2660.000000,2438600.000000,1321224.000000,3990.000000,916.766917,496.700751,1.500000,3325.000000,150053.798496,163755.488721,55418.466165,0.000000,0.000000,0.090215,4.071347,4.443109,1.503646,0.000000,0.000000,8.604672,16.596628,1.427980,8.604672,4.073896,1.126092,16.000000,16.000000,2.000000,497,917,2,482,901,0,513,932,3,4.984962,  1246.784279,    35.309832,   255.000000,     0.000000,     0.000000, 13260.000000,52,2.542857,    46.704067,     6.834037,    60.000000,     0.000000,     0.000000,  6764.000000,847
964,2532.000000,2335456.000000,2733776.000000,3798.000000,922.375987,1079.690363,1.500000,3165.000000,71997.244865,237802.060031,23438.774091,0.000000,0.000000,0.091711,2.086240,6.890710,0.679177,0.000000,0.000000,9.068661,14.737680,1.276105,9.068661,3.838968,1.084664,21.000000,11.000000,2.000000,1080,922,2,1069,902,0,1090,943,3,1.913507,   484.474143,    22.010773,   255.000000,     0.000000,     0.000000,  4845.000000,19,4.045023,   144.314052,    12.013078,   103.000000,     0.000000,     0.000000, 10242.000000,668
965,6120.000000,5719004.000000,3410148.000000,9180.000000,934.477777,557.213725,1.500000,7650.000000,1007228.447058,1047590.977777,-606432.933333,0.000000,0.000000,0.068337,8.997587,9.358146,-5.417274,0.000000,0.000000,18.424072,56.108264,3.748580,18.424072,7.490544,1.553420,31.000000,24.000000,2.000000,557,934,2,533,903,0,581,964,3,7.541666,  1866.553256,    43.203625,   255.000000,     0.000000,     0.000000, 46155.000000,181,2.712581,    70.160717,     8.376199,   107.000000,     0.000000,     0.000000, 16601.000000,1756
966,2992.000000,2743884.000000,2579044.000000,4488.000000,917.073529,861.979946,1.500000,3740.000000,243170.796791,147603.823529,-53659.588235,0.000000,0.000000,0.086747,5.640218,3.423593,-1.244605,0.000000,0.000000,9.150559,18.547032,1.540699,9.150559,4.306626,1.154975,15.000000,18.000000,2.000000,862,917,2,844,903,0,880,932,3,12.187500,  2960.266737,    54.408333,   255.000000,     0.000000,     0.000000, 36465.000000,143,6.084224,   232.172108,    15.237194,   148.000000,     0.000000,     0.000000, 18204.000000,1304
967,748.000000,681660.000000,412904.000000,1122.000000,911.310160,552.010695,1.500000,935.000000,13143.914438,9616.042780,993.518716,0.000000,0.000000,0.137702,1.935779,1.416209,0.146321,0.000000,0.000000,3.489692,3.181638,0.374559,3.489692,1.783714,0.720842,7.000000,9.000000,2.000000,552,911,2,544,904,0,561,918,3,9.204545,  2265.464129,    47.596892,   255.000000,     0.000000,     0.000000,  6885.000000,27,2.977272,    56.584489,     7.522266,    48.000000,     0.000000,     0.000000,  2227.000000,195
968,848.000000,773572.000000,704184.000000,1272.000000,912.231132,830.405660,1.500000,1060.000000,21132.452830,13550.698113,7876.490566,0.000000,0.000000,0.132062,2.632825,1.688238,0.981307,0.000000,0.000000,4.453126,4.052523,0.459823,4.453126,2.013088,0.771845,9.000000,11.000000,2.000000,830,912,2,819,904,0,840,921,3,2.706367,   683.605532,    26.145851,   255.000000,     0.000000,     0.000000,  2295.000000,9,7.408018,   322.492119,    17.958065,   176.000000,     0.000000,     0.000000,  6282.000000,401
969,1228.000000,1123496.000000,978424.000000,1842.000000,914.899022,796.762214,1.500000,1535.000000,42734.566775,23335.478827,-1773.485342,0.000000,0.000000,0.116728,3.249736,1.774539,-0.134864,0.000000,0.000000,5.141004,6.335072,0.671025,5.141004,2.516957,0.875480,10.000000,14.000000,2.000000,797,915,2,783,905,0,810,924,3,19.311889,  4555.292213,    67.492904,   255.000000,     0.000000,     0.000000, 23715.000000,93,5.854234,   179.759501,    13.407442,    93.000000,     0.000000,     0.000000,  7189.000000,528
970,212.000000,193436.000000,56668.000000,318.000000,912.433962,267.301886,1.500000,265.000000,948.679245,1484.075471,508.226415,0.000000,0.000000,0.209635,0.750478,1.174018,0.402046,0.000000,0.000000,2.134132,1.122876,0.150818,2.134132,1.059658,0.532294,6.000000,5.000000,2.000000,267,912,2,263,906,0,272,918,3,9.622641,  2372.368774,    48.706968,   255.000000,     0.000000,     0.000000,  2040.000000,8,2.009433,    19.516498,     4.417748,    25.000000,     0.000000,     0.000000,   426.000000,71
971,2984.000000,2749264.000000,1872068.000000,4476.000000,921.335120,627.368632,1.500000,3730.000000,236854.504021,151832.879356,59171.367292,0.000000,0.000000,0.086824,5.513362,3.534278,1.377356,0.000000,0.000000,9.134465,18.374204,1.527130,9.134465,4.286514,1.151574,16.000000,18.000000,2.000000,627,921,2,609,907,0,645,937,3,7.605563,  1882.204742,    43.384383,   255.000000,     0.000000,     0.000000, 22695.000000,89,3.246983,   104.443504,    10.219760,   105.000000,     0.000000,     0.000000,  9689.000000,927
972,1676.000000,1547980.000000,1159128.000000,2514.000000,923.615751,691.603818,1.500000,2095.000000,70696.935560,60212.544152,-29819.140811,0.000000,0.000000,0.105233,3.551146,3.024509,-1.497832,0.000000,0.000000,6.680888,9.188951,0.894162,6.680888,3.031328,0.963397,15.000000,14.000000,2.000000,692,924,2,678,909,0,705,934,3,9.281026,  2281.885753,    47.769087,   255.000000,     0.000000,     0.000000, 15555.000000,61,3.229713,    86.944812,     9.324420,    87.000000,     0.000000,     0.000000,  5413.000000,536
973,2940.000000,2713828.000000,962672.000000,4410.000000,923.070748,327.439455,1.500000,3675.000000,269356.223129,145425.284353,-86983.406802,0.000000,0.000000,0.087255,6.395343,3.452842,-2.065253,0.000000,0.000000,9.935442,18.676158,1.554622,9.935442,4.321592,1.158443,17.000000,22.000000,2.000000,327,923,2,307,910,0,349,940,3,7.025510,  1742.740077,    41.746138,   255.000000,     0.000000,     0.000000, 20655.000000,81,3.163265,    79.256084,     8.902588,   114.000000,     0.000000,     0.000000,  9300.000000,929
974,1088.000000,1001840.000000,511472.000000,1632.000000,920.808823,470.102941,1.500000,1360.000000,37332.470588,18936.235294,-8262.588235,0.000000,0.000000,0.121534,3.336170,1.692213,-0.738376,0.000000,0.000000,5.149918,5.711435,0.619865,5.149918,2.389861,0.852640,10.000000,12.000000,2.000000,470,921,2,458,911,0,482,931,3,0.937500,   238.402713,    15.440295,   255.000000,     0.000000,     0.000000,  1020.000000,4,2.172794,    49.099829,     7.007127,    92.000000,     0.000000,     0.000000,  2364.000000,358
975,3988.000000,3714520.000000,1544600.000000,5982.000000,931.424272,387.311935,1.500000,4985.000000,392351.951855,283878.130391,19800.204613,0.000000,0.000000,0.078823,6.203959,4.488746,0.313085,0.000000,0.000000,10.771529,28.592819,2.187363,10.771529,5.347225,1.298096,17.000000,21.000000,2.000000,387,931,2,367,914,0,408,948,3,4.348044,  1090.119115,    33.016951,   255.000000,     0.000000,     0.000000, 17340.000000,68,3.697342,    91.711485,     9.576611,    89.000000,     0.000000,     0.000000, 14745.000000,1313
976,608.000000,560780.000000,497708.000000,912.000000,922.335526,818.598684,1.500000,760.000000,6418.078947,9519.552631,405.868421,0.000000,0.000000,0.147550,1.246044,1.848183,0.078797,0.000000,0.000000,3.241779,2.753266,0.338881,3.241779,1.659297,0.697187,9.000000,8.000000,2.000000,819,922,2,813,914,0,827,931,3,15.937500,  3816.335461,    61.776496,   255.000000,     0.000000,     0.000000,  9690.000000,38,8.314144,   331.560129,    18.208792,   123.000000,     0.000000,     0.000000,  5055.000000,297
977,5316.000000,4976340.000000,2286356.000000,7974.000000,936.106094,430.089541,1.500000,6645.000000,688113.378479,496248.162528,-113930.501128,0.000000,0.000000,0.071622,7.416745,5.348749,-1.227985,0.000000,0.000000,12.837117,39.076660,2.733277,12.837117,6.251132,1.398173,21.000000,25.000000,2.000000,430,936,2,407,915,0,455,957,3,7.674943,  1898.562992,    43.572502,   255.000000,     0.000000,     0.000000, 40800.000000,160,2.802671,    58.657008,     7.658786,    82.000000,     0.000000,     0.000000, 14899.000000,1722
978,2392.000000,2224948.000000,1725476.000000,3588.000000,930.162207,721.352842,1.500000,2990.000000,149842.200668,108981.063545,50919.096989,0.000000,0.000000,0.093466,4.684025,3.406717,1.591716,0.000000,0.000000,8.184209,14.179803,1.254656,8.184209,3.765608,1.078553,15.000000,17.000000,2.000000,721,930,2,706,915,0,738,945,3,9.274665,  2279.973460,    47.749067,   255.000000,     0.000000,     0.000000, 22185.000000,87,4.257943,   165.218673,    12.853741,    95.000000,     0.000000,     0.000000, 10185.000000,706
979,872.000000,805824.000000,678732.000000,1308.000000,924.110091,778.362385,1.500000,1090.000000,13945.486238,18749.431192,2313.211009,0.000000,0.000000,0.130839,1.673959,2.250605,0.277668,0.000000,0.000000,4.055404,4.203810,0.482838,4.055404,2.050319,0.784514,12.000000,9.000000,2.000000,778,924,2,769,915,0,787,936,3,18.130733,  4299.544312,    65.570910,   255.000000,     0.000000,     0.000000, 15810.000000,62,10.113532,   343.157015,    18.524497,   100.000000,     0.000000,     0.000000,  8819.000000,430
980,724.000000,672144.000000,200148.000000,1086.000000,928.375690,276.447513,1.500000,905.000000,8515.005524,27249.812154,9894.276243,0.000000,0.000000,0.139207,1.309785,4.191589,1.521946,0.000000,0.000000,5.640583,3.939598,0.441812,5.640583,1.984842,0.761633,14.000000,9.000000,2.000000,276,928,2,270,917,0,285,942,3,2.113259,   535.154512,    23.133406,   255.000000,     0.000000,     0.000000,  1530.000000,6,1.106353,     9.840678,     3.136985,    29.000000,     0.000000,     0.000000,   801.000000,194
981,1920.000000,1798764.000000,1829056.000000,2880.000000,936.856249,952.633333,1.500000,2400.000000,46541.866666,159524.324999,4550.800000,0.000000,0.000000,0.100571,1.950333,6.684854,0.190700,0.000000,0.000000,8.735759,13.869783,1.307566,8.735759,3.724215,1.093506,20.000000,14.000000,2.000000,953,937,2,939,918,0,961,957,3,7.437500,  1842.205575,    42.920922,   255.000000,     0.000000,     0.000000, 14280.000000,56,3.114583,   105.591866,    10.275790,   131.000000,     0.000000,     0.000000,  5980.000000,597
982,1120.000000,1038720.000000,588588.000000,1680.000000,927.428571,525.524999,1.500000,1400.000000,30031.299999,23706.285714,5199.999999,0.000000,0.000000,0.120366,2.581963,2.038165,0.447073,0.000000,0.000000,4.740495,5.618701,0.609364,4.740495,2.370379,0.847797,12.000000,11.000000,2.000000,526,927,2,515,919,0,536,939,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.817857,    87.064202,     9.330820,    62.000000,     0.000000,     0.000000,  4276.000000,364
983,1664.000000,1556048.000000,588952.000000,2496.000000,935.125000,353.937500,1.500000,2080.000000,40625.500000,81238.000000,14369.000000,0.000000,0.000000,0.105485,2.060286,4.119913,0.728711,0.000000,0.000000,6.285685,8.609103,0.839366,6.285685,2.934127,0.943301,15.000000,10.000000,2.000000,354,935,2,344,920,0,363,949,3,9.041466,  2225.163041,    47.171633,   255.000000,     0.000000,     0.000000, 15045.000000,59,3.099759,    81.478917,     9.026567,    95.000000,     0.000000,     0.000000,  5158.000000,486
984,1220.000000,1133184.000000,928780.000000,1830.000000,928.839344,761.295081,1.500000,1525.000000,48781.770491,32204.511475,23093.836065,0.000000,0.000000,0.116983,3.742063,2.470417,1.771534,0.000000,0.000000,6.329463,6.832877,0.714313,6.329463,2.613977,0.893915,9.000000,15.000000,2.000000,761,929,2,746,920,0,775,938,3,8.151639,  2013.869521,    44.876157,   255.000000,     0.000000,     0.000000,  9945.000000,39,3.822950,   110.109727,    10.493318,   114.000000,     0.000000,     0.000000,  4664.000000,434
985,2144.000000,2007948.000000,1714928.000000,3216.000000,936.542910,799.873134,1.500000,2680.000000,122981.492537,75844.052238,-2344.328358,0.000000,0.000000,0.096939,4.448429,2.743395,-0.084797,0.000000,0.000000,7.288765,12.893786,1.182336,7.288765,3.590791,1.057418,17.000000,17.000000,2.000000,800,937,2,783,920,0,814,948,3,5.590018,  1394.857035,    37.347784,   255.000000,     0.000000,     0.000000, 11985.000000,47,6.229011,   210.028257,    14.492351,   149.000000,     0.000000,     0.000000, 13355.000000,1022
