Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nMS2_mean,nMS2_var,nMS2_stdev,nMS2_max,nMS2_min,nMS2_median,nMS2_muc,nMS2_notempty,cMS2_mean,cMS2_var,cMS2_stdev,cMS2_max,cMS2_min,cMS2_median,cMS2_muc,cMS2_notempty
158,3940.000000,861668.000000,762272.000000,5910.000000,218.697462,193.470051,1.500000,4925.000000,459341.465990,226199.374619,-799.699492,0.000000,0.000000,0.079143,7.381433,3.634933,-0.012851,0.000000,0.000000,11.095509,27.702717,2.123468,11.095509,5.263337,1.285332,17.000000,26.000000,2.000000,193,219,2,167,202,0,216,236,3,2.782995,   702.096842,    26.497110,   255.000000,     0.000000,     0.000000, 10965.000000,43,2.400000,    49.907997,     7.064559,    89.000000,     0.000000,     0.000000,  9456.000000,1340
159,1388.000000,300308.000000,172088.000000,2082.000000,216.360231,123.982709,1.500000,1735.000000,32391.585014,49007.884726,284.645533,0.000000,0.000000,0.112059,2.092086,3.165289,0.018384,0.000000,0.000000,5.369434,7.210855,0.742023,5.369434,2.685304,0.905328,13.000000,12.000000,2.000000,124,216,2,114,203,0,136,228,3,2.204611,   557.717297,    23.616039,   255.000000,     0.000000,     0.000000,  3060.000000,12,1.522334,    27.603683,     5.253921,    53.000000,     0.000000,     0.000000,  2113.000000,372
160,2976.000000,666152.000000,983248.000000,4464.000000,223.841398,330.392473,1.500000,3720.000000,153333.591398,279397.139785,37625.247312,0.000000,0.000000,0.086903,3.582010,6.526967,0.878959,0.000000,0.000000,10.195879,23.485582,1.964613,10.195879,4.846193,1.252446,21.000000,20.000000,2.000000,330,224,2,318,203,0,350,240,3,2.827621,   713.287586,    26.707444,   255.000000,     0.000000,     0.000000,  8415.000000,33,3.088374,    72.858406,     8.535714,    84.000000,     0.000000,     0.000000,  9191.000000,1092
161,2888.000000,656464.000000,825364.000000,4332.000000,227.307479,285.790859,1.500000,3610.000000,299469.678670,251646.958449,-200450.282548,0.000000,0.000000,0.087776,7.281541,6.118741,-4.873905,0.000000,0.000000,13.488058,21.975139,1.825653,13.488058,4.687765,1.222192,20.000000,23.000000,2.000000,286,227,2,265,209,0,309,247,3,0.353186,    89.968739,     9.485185,   255.000000,     0.000000,     0.000000,  1020.000000,4,3.208102,    78.261839,     8.846572,    84.000000,     0.000000,     0.000000,  9265.000000,1182
162,1616.000000,362428.000000,1081832.000000,2424.000000,224.274752,669.450495,1.500000,2020.000000,61400.039604,60138.009901,25407.980198,0.000000,0.000000,0.106520,3.237776,3.171226,1.339826,0.000000,0.000000,6.515522,9.155273,0.902497,6.515522,3.025768,0.966381,14.000000,14.000000,2.000000,669,224,2,659,210,0,683,235,3,3.944926,   991.006872,    31.480262,   255.000000,     0.000000,     0.000000,  6375.000000,25,1.853960,    41.151415,     6.414937,    86.000000,     0.000000,     0.000000,  2996.000000,446
163,1600.000000,357876.000000,912196.000000,2400.000000,223.672500,570.122500,1.500000,2000.000000,52883.990000,62776.390000,19064.190000,0.000000,0.000000,0.106873,2.825948,3.354566,1.018728,0.000000,0.000000,6.287388,9.102557,0.902229,6.287388,3.017044,0.966286,14.000000,12.000000,2.000000,570,224,2,559,211,0,582,238,3,2.540625,   637.798223,    25.254667,   255.000000,     0.000000,     0.000000,  4065.000000,17,2.266250,    44.644514,     6.681655,    75.000000,     0.000000,     0.000000,  3626.000000,533
164,2700.000000,616084.000000,1739436.000000,4050.000000,228.179259,644.235556,1.500000,3375.000000,130798.186667,195037.238519,43949.991111,0.000000,0.000000,0.089768,3.478965,5.187593,1.168980,0.000000,0.000000,8.756325,17.458918,1.497416,8.756325,4.178387,1.144057,19.000000,16.000000,2.000000,644,228,2,628,212,0,658,247,3,1.033333,   260.155243,    16.129329,   255.000000,     0.000000,     0.000000,  2790.000000,12,3.868148,   159.761786,    12.639691,   162.000000,     0.000000,     0.000000, 10444.000000,813
165,500.000000,111696.000000,380140.000000,750.000000,223.392000,760.280000,1.500000,625.000000,5516.800000,14847.168000,7157.120000,0.000000,0.000000,0.157490,1.390146,3.741252,1.803481,0.000000,0.000000,5.288889,2.756488,0.306845,5.288889,1.660268,0.674486,11.000000,8.000000,2.000000,760,223,2,755,212,0,768,233,3,0.948000,   194.181659,    13.934908,   255.000000,     0.000000,     0.000000,   474.000000,4,1.386000,    16.193391,     4.024101,    33.000000,     0.000000,     0.000000,   693.000000,170
166,2640.000000,609824.000000,1323416.000000,3960.000000,230.993939,501.293939,1.500000,3300.000000,134891.903030,222047.903030,-79703.296970,0.000000,0.000000,0.090443,3.696982,6.085666,-2.184428,0.000000,0.000000,9.873091,18.611644,1.603273,9.873091,4.314121,1.170404,21.000000,17.000000,2.000000,501,231,2,489,213,0,518,252,3,1.642045,   416.182923,    20.400562,   255.000000,     0.000000,     0.000000,  4335.000000,17,1.906818,    38.083015,     6.171144,    73.000000,     0.000000,     0.000000,  5034.000000,706
167,1612.000000,360832.000000,1192444.000000,2418.000000,223.841191,739.729529,1.500000,2015.000000,53766.074442,63895.344913,-6153.240695,0.000000,0.000000,0.106608,2.844603,3.380512,-0.325550,0.000000,0.000000,6.331722,10.173876,1.013863,6.331722,3.189651,1.004600,18.000000,13.000000,2.000000,740,224,2,730,213,0,753,242,3,0.954094,   232.167972,    15.237059,   255.000000,     0.000000,     0.000000,  1538.000000,8,2.747519,    76.326654,     8.736513,    87.000000,     0.000000,     0.000000,  4429.000000,469
168,3332.000000,770356.000000,498176.000000,4998.000000,231.199280,149.512605,1.500000,4165.000000,181408.470588,283347.678271,21983.630252,0.000000,0.000000,0.083690,3.645168,5.693504,0.441733,0.000000,0.000000,9.422363,21.340210,1.720559,9.422363,4.619547,1.198275,20.000000,16.000000,2.000000,150,231,2,134,214,0,164,251,3,4.056122,  1018.164667,    31.908693,   255.000000,     0.000000,     0.000000, 13515.000000,53,1.824130,    30.636728,     5.535045,    63.000000,     0.000000,     0.000000,  6078.000000,1023
169,1344.000000,309988.000000,411936.000000,2016.000000,230.645833,306.500000,1.500000,1680.000000,40528.000000,50131.416667,-18114.000000,0.000000,0.000000,0.113269,2.732475,3.379955,-1.221280,0.000000,0.000000,6.225699,8.436464,0.877167,6.225699,2.904559,0.957254,16.000000,12.000000,2.000000,307,231,2,295,215,0,316,240,3,1.138393,   289.209426,    17.006158,   255.000000,     0.000000,     0.000000,  1530.000000,6,2.475446,    55.329255,     7.438364,    83.000000,     0.000000,     0.000000,  3327.000000,429
170,5540.000000,1321216.000000,3935808.000000,8310.000000,238.486643,710.434657,1.500000,6925.000000,558641.345848,719568.011552,-53831.835379,0.000000,0.000000,0.070644,5.698843,7.340498,-0.549152,0.000000,0.000000,13.109985,42.451925,2.933888,13.109985,6.515514,1.431576,26.000000,23.000000,2.000000,710,238,2,687,216,0,730,264,3,1.242780,   315.421278,    17.760104,   255.000000,     0.000000,     0.000000,  6885.000000,27,2.369675,    53.955751,     7.345458,    89.000000,     0.000000,     0.000000, 13128.000000,1822
171,5404.000000,1304732.000000,2028268.000000,8106.000000,241.438194,375.327165,1.500000,6755.000000,750077.572169,684674.356773,131249.273131,0.000000,0.000000,0.071231,7.909561,7.219885,1.384022,0.000000,0.000000,15.200678,56.268296,3.931305,15.200678,7.501220,1.578261,27.000000,24.000000,2.000000,375,241,2,351,218,0,398,268,3,2.737232,   686.213006,    26.195668,   255.000000,     0.000000,     0.000000, 14792.000000,61,2.859734,    74.254244,     8.617090,   124.000000,     0.000000,     0.000000, 15454.000000,1861
172,588.000000,133516.000000,324156.000000,882.000000,227.068027,551.285714,1.500000,735.000000,11608.000000,6213.278912,-1063.428571,0.000000,0.000000,0.149205,2.356429,1.261298,-0.215876,0.000000,0.000000,3.766932,3.465340,0.436509,3.766932,1.861542,0.758573,9.000000,10.000000,2.000000,551,227,2,542,218,0,561,232,3,6.938776,  1724.173417,    41.523167,   255.000000,     0.000000,     0.000000,  4080.000000,16,2.214286,    45.269165,     6.728236,    74.000000,     0.000000,     0.000000,  1302.000000,180
173,972.000000,221476.000000,101884.000000,1458.000000,227.855967,104.818930,1.500000,1215.000000,21736.131687,17687.835391,1390.650206,0.000000,0.000000,0.126189,2.257497,1.837044,0.144432,0.000000,0.000000,4.220731,4.642948,0.520689,4.220731,2.154750,0.804500,10.000000,10.000000,2.000000,105,228,2,95,220,0,115,238,3,1.311728,   333.112818,    18.251379,   255.000000,     0.000000,     0.000000,  1275.000000,5,1.438272,    32.470954,     5.698329,    63.000000,     0.000000,     0.000000,  1398.000000,217
174,2480.000000,578188.000000,598688.000000,3720.000000,233.140323,241.406452,1.500000,3100.000000,174502.296774,97035.167742,34998.554839,0.000000,0.000000,0.092348,5.198351,2.890637,1.042592,0.000000,0.000000,8.181336,14.686546,1.287285,8.181336,3.832303,1.087823,13.000000,17.000000,2.000000,241,233,2,225,220,0,258,246,3,3.822984,   952.132025,    30.856637,   255.000000,     0.000000,     0.000000,  9481.000000,41,3.512500,    84.647686,     9.200418,    96.000000,     0.000000,     0.000000,  8711.000000,1022
175,2472.000000,584476.000000,1121100.000000,3708.000000,236.438511,453.519417,1.500000,3090.000000,108769.067961,153200.653722,24796.951456,0.000000,0.000000,0.092447,3.254174,4.583487,0.741880,0.000000,0.000000,7.930108,15.089648,1.328012,7.930108,3.884540,1.099176,18.000000,15.000000,2.000000,454,236,2,439,220,0,468,254,3,1.753641,   444.282868,    21.078019,   255.000000,     0.000000,     0.000000,  4335.000000,17,1.885518,    26.507730,     5.148566,    60.000000,     0.000000,     0.000000,  4661.000000,881
176,2048.000000,473420.000000,1233412.000000,3072.000000,231.162109,602.251953,1.500000,2560.000000,152065.992188,67406.179688,31736.351563,0.000000,0.000000,0.098431,5.846898,2.591750,1.220254,0.000000,0.000000,8.537079,14.495304,1.345032,8.537079,3.807270,1.103852,15.000000,17.000000,2.000000,602,231,2,585,222,0,617,246,3,1.120605,   284.637621,    16.871207,   255.000000,     0.000000,     0.000000,  2295.000000,9,4.776855,   145.638018,    12.068058,   105.000000,     0.000000,     0.000000,  9783.000000,958
177,1556.000000,366052.000000,122988.000000,2334.000000,235.251928,79.041131,1.500000,1945.000000,59733.367609,43901.244216,10639.876607,0.000000,0.000000,0.107872,3.312869,2.434804,0.590098,0.000000,0.000000,5.855544,8.337981,0.832549,5.855544,2.887556,0.940741,13.000000,14.000000,2.000000,79,235,2,68,225,0,93,248,3,3.431877,   859.785067,    29.322092,   255.000000,     0.000000,     0.000000,  5340.000000,22,2.001285,    36.169773,     6.014131,    62.000000,     0.000000,     0.000000,  3114.000000,521
178,1168.000000,276356.000000,250904.000000,1752.000000,236.606164,214.815068,1.500000,1460.000000,26040.054795,35646.835616,-12425.068493,0.000000,0.000000,0.118694,2.116987,2.897992,-1.010125,0.000000,0.000000,5.133673,5.709907,0.607080,5.133673,2.389541,0.846737,12.000000,9.000000,2.000000,215,237,2,206,225,0,224,248,3,0.436644,   111.248767,    10.547453,   255.000000,     0.000000,     0.000000,   510.000000,2,2.351027,    38.389099,     6.195894,    59.000000,     0.000000,     0.000000,  2746.000000,407
179,3852.000000,943040.000000,1575772.000000,5778.000000,244.818276,409.078920,1.500000,4815.000000,275632.008307,411300.793354,119315.244029,0.000000,0.000000,0.079741,4.564725,6.811527,1.975972,0.000000,0.000000,11.455993,28.095435,2.168019,11.455993,5.300513,1.294258,20.000000,19.000000,2.000000,409,245,2,392,225,0,428,264,3,1.191589,   302.513791,    17.392924,   255.000000,     0.000000,     0.000000,  4590.000000,18,2.645379,    51.586494,     7.182374,    64.000000,     0.000000,     0.000000, 10190.000000,1340
180,1292.000000,308276.000000,809968.000000,1938.000000,238.603715,626.910217,1.500000,1615.000000,29401.585139,55717.102167,18354.030960,0.000000,0.000000,0.114768,2.089396,3.959483,1.304312,0.000000,0.000000,6.163647,7.265919,0.754224,6.163647,2.695537,0.910263,14.000000,10.000000,2.000000,627,239,2,617,225,0,636,251,3,1.381579,   350.665284,    18.726059,   255.000000,     0.000000,     0.000000,  1785.000000,7,2.487616,    49.281798,     7.020100,    57.000000,     0.000000,     0.000000,  3214.000000,346
181,1600.000000,385256.000000,279092.000000,2400.000000,240.785000,174.432500,1.500000,2000.000000,55032.710000,57894.040000,-14911.220000,0.000000,0.000000,0.106873,2.940769,3.093669,-0.796807,0.000000,0.000000,6.141312,9.107787,0.904456,6.141312,3.017911,0.967080,13.000000,14.000000,2.000000,174,241,2,163,229,0,188,254,3,3.984375,  1000.765860,    31.634884,   255.000000,     0.000000,     0.000000,  6375.000000,25,2.204375,    53.729937,     7.330071,    99.000000,     0.000000,     0.000000,  3527.000000,489
182,1116.000000,267800.000000,482500.000000,1674.000000,239.964158,432.347670,1.500000,1395.000000,18173.103943,35542.566308,4513.906810,0.000000,0.000000,0.120510,1.569918,3.070411,0.389942,0.000000,0.000000,4.760838,5.227442,0.562568,4.760838,2.286360,0.825515,12.000000,8.000000,2.000000,432,240,2,425,229,0,440,252,3,1.599462,   405.668125,    20.141205,   255.000000,     0.000000,     0.000000,  1785.000000,7,2.155018,    22.755320,     4.770254,    43.000000,     0.000000,     0.000000,  2405.000000,411
183,632.000000,149840.000000,474528.000000,948.000000,237.088608,750.835443,1.500000,790.000000,11878.886076,7467.037975,-3078.784810,0.000000,0.000000,0.145659,2.190213,1.376762,-0.567662,0.000000,0.000000,3.712634,3.212724,0.392284,3.712634,1.792407,0.732038,7.000000,11.000000,2.000000,751,237,2,740,230,0,759,244,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.800633,     5.101236,     2.258592,    21.000000,     0.000000,     0.000000,   506.000000,141
184,1960.000000,477516.000000,240072.000000,2940.000000,243.630612,122.485714,1.500000,2450.000000,72529.600000,90784.563265,2279.657143,0.000000,0.000000,0.099883,2.956926,3.701155,0.092938,0.000000,0.000000,6.757964,11.600434,1.092260,6.757964,3.405941,1.029853,18.000000,12.000000,2.000000,122,244,2,110,231,0,134,262,3,5.984694,  1491.041113,    38.614002,   255.000000,     0.000000,     0.000000, 11730.000000,46,4.531122,   100.182798,    10.009136,    79.000000,     0.000000,     1.000000,  8881.000000,1086
185,2964.000000,731380.000000,1546244.000000,4446.000000,246.754386,521.674764,1.500000,3705.000000,218050.472335,200861.192982,-86224.771930,0.000000,0.000000,0.087020,5.121369,4.717643,-2.025168,0.000000,0.000000,9.926032,20.915675,1.745569,9.926032,4.573366,1.204053,17.000000,18.000000,2.000000,522,247,2,505,231,0,540,264,3,2.064103,   522.091063,    22.849312,   255.000000,     0.000000,     0.000000,  6118.000000,24,3.813765,   135.544110,    11.642341,   175.000000,     0.000000,     0.000000, 11304.000000,1149
186,3040.000000,773468.000000,1472892.000000,4560.000000,254.430263,484.503947,1.500000,3800.000000,216671.952632,348793.215789,118836.836842,0.000000,0.000000,0.086288,4.920070,7.920208,2.698483,0.000000,0.000000,12.926566,32.794132,2.734147,12.926566,5.726616,1.398322,21.000000,20.000000,2.000000,485,254,2,468,233,0,505,275,3,1.593750,   403.999105,    20.099729,   255.000000,     0.000000,     0.000000,  4845.000000,19,1.683882,    22.393949,     4.732225,    44.000000,     0.000000,     0.000000,  5119.000000,979
187,1464.000000,357316.000000,809508.000000,2196.000000,244.068306,552.942623,1.500000,1830.000000,59695.180328,37909.169399,-14806.262295,0.000000,0.000000,0.110085,3.591020,2.280462,-0.890685,0.000000,0.000000,5.981567,8.042230,0.814177,5.981567,2.835883,0.933769,13.000000,13.000000,2.000000,553,244,2,541,235,0,566,257,3,1.393443,   353.627736,    18.804992,   255.000000,     0.000000,     0.000000,  2040.000000,8,2.292350,    35.846121,     5.987163,    56.000000,     0.000000,     0.000000,  3356.000000,537
188,2632.000000,678576.000000,1526708.000000,3948.000000,257.817629,580.056231,1.500000,3290.000000,65291.677812,352040.462006,28534.990881,0.000000,0.000000,0.090535,1.796704,9.687493,0.785229,0.000000,0.000000,11.574732,17.828694,1.519984,11.574732,4.222404,1.149775,23.000000,12.000000,2.000000,580,258,2,568,235,0,592,278,3,1.647036,   417.440174,    20.431353,   255.000000,     0.000000,     0.000000,  4335.000000,17,3.452508,    95.114429,     9.752663,   107.000000,     0.000000,     0.000000,  9087.000000,1078
189,1796.000000,443364.000000,1201616.000000,2694.000000,246.861915,669.051225,1.500000,2245.000000,100295.287305,75021.755011,-36739.296214,0.000000,0.000000,0.102835,4.594153,3.436466,-1.682890,0.000000,0.000000,8.133454,13.781362,1.332283,8.133454,3.712326,1.100353,13.000000,18.000000,2.000000,669,247,2,656,236,0,687,260,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.889755,    69.426279,     8.332243,    72.000000,     0.000000,     0.000000,  5190.000000,614
190,960.000000,238120.000000,91288.000000,1440.000000,248.041667,95.091667,1.500000,1200.000000,22263.933333,21470.333333,-10331.666667,0.000000,0.000000,0.126713,2.350933,2.267134,-1.090960,0.000000,0.000000,4.744779,4.724853,0.524550,4.744779,2.173673,0.806484,11.000000,11.000000,2.000000,95,248,2,85,237,0,106,259,3,0.531250,   135.327490,    11.633034,   255.000000,     0.000000,     0.000000,   510.000000,2,2.315625,    69.703197,     8.348844,    72.000000,     0.000000,     0.000000,  2223.000000,310
191,2628.000000,671948.000000,693260.000000,3942.000000,255.687976,263.797565,1.500000,3285.000000,194288.304414,119820.140030,10886.003044,0.000000,0.000000,0.090581,5.357303,3.303919,0.300170,0.000000,0.000000,8.751802,18.394528,1.595122,8.751802,4.288884,1.168417,19.000000,19.000000,2.000000,264,256,2,245,237,0,279,270,3,0.485160,   123.527378,    11.114287,   255.000000,     0.000000,     0.000000,  1275.000000,5,3.746575,   104.064415,    10.201197,    86.000000,     0.000000,     0.000000,  9846.000000,1203
192,1916.000000,490468.000000,1476824.000000,2874.000000,255.985386,770.784969,1.500000,2395.000000,70451.407098,159003.590814,73153.979123,0.000000,0.000000,0.100642,2.960481,6.681586,3.074048,0.000000,0.000000,9.742710,11.301337,1.039724,9.742710,3.361746,1.013070,19.000000,13.000000,2.000000,771,256,2,760,237,0,784,274,3,1.064718,   270.510692,    16.447209,   255.000000,     0.000000,     0.000000,  2040.000000,8,1.365866,    14.698970,     3.833924,    36.000000,     0.000000,     0.000000,  2617.000000,658
193,2420.000000,614996.000000,471160.000000,3630.000000,254.130579,194.694215,1.500000,3025.000000,126665.719008,115738.737190,2672.628099,0.000000,0.000000,0.093105,3.898569,3.562254,0.082259,0.000000,0.000000,7.553928,14.575567,1.292380,7.553928,3.817796,1.089256,16.000000,18.000000,2.000000,195,254,2,177,238,0,210,268,3,1.580579,   400.714877,    20.017864,   255.000000,     0.000000,     0.000000,  3825.000000,15,2.311983,    39.292043,     6.268337,    62.000000,     0.000000,     0.000000,  5595.000000,935
194,1424.000000,359456.000000,851432.000000,2136.000000,252.426966,597.915730,1.500000,1780.000000,32013.887640,64180.404494,10463.235955,0.000000,0.000000,0.111107,1.998290,4.006106,0.653110,0.000000,0.000000,6.115503,8.245937,0.842056,6.115503,2.871574,0.944308,16.000000,11.000000,2.000000,598,252,2,590,238,0,609,268,3,1.969803,   498.769994,    22.333159,   255.000000,     0.000000,     0.000000,  2805.000000,11,3.006320,    51.262785,     7.159803,    58.000000,     0.000000,     0.000000,  4281.000000,590
195,2096.000000,531436.000000,135064.000000,3144.000000,253.547710,64.438931,1.500000,2620.000000,141716.183206,61135.229008,3420.106870,0.000000,0.000000,0.097674,5.283208,2.279134,0.127502,0.000000,0.000000,7.660016,12.763528,1.174520,7.660016,3.572608,1.055083,13.000000,20.000000,2.000000,64,254,2,49,241,0,84,266,3,3.110687,   771.135237,    27.769322,   255.000000,     0.000000,     0.000000,  6520.000000,28,2.942271,    44.594756,     6.677931,    51.000000,     0.000000,     1.000000,  6167.000000,1207
196,1432.000000,365732.000000,415824.000000,2148.000000,255.399441,290.379888,1.500000,1790.000000,34905.340782,77751.519553,-28353.296089,0.000000,0.000000,0.110899,2.162558,4.817091,-1.756627,0.000000,0.000000,7.090549,8.105542,0.813059,7.090549,2.847023,0.933342,17.000000,11.000000,2.000000,290,255,2,281,241,0,301,272,3,1.958799,   496.003193,    22.271129,   255.000000,     0.000000,     0.000000,  2805.000000,11,2.679469,    41.025770,     6.405136,    67.000000,     0.000000,     0.000000,  3837.000000,571
197,2264.000000,573388.000000,761444.000000,3396.000000,253.263251,336.326855,1.500000,2830.000000,112290.127208,111239.102473,11421.194346,0.000000,0.000000,0.095196,3.777226,3.741872,0.384187,0.000000,0.000000,7.614294,14.702084,1.331437,7.614294,3.834330,1.100120,18.000000,16.000000,2.000000,336,253,2,320,241,0,351,271,3,2.590548,   654.167670,    25.576702,   255.000000,     0.000000,     0.000000,  5865.000000,23,3.764134,   103.011068,    10.149437,   125.000000,     0.000000,     0.000000,  8522.000000,907
198,2232.000000,579252.000000,699804.000000,3348.000000,259.521505,313.532258,1.500000,2790.000000,83139.677419,147596.967742,38452.451613,0.000000,0.000000,0.095649,2.850249,5.060016,1.318252,0.000000,0.000000,8.005913,13.441120,1.213256,8.005913,3.666213,1.066557,18.000000,14.000000,2.000000,314,260,2,300,242,0,328,276,3,0.456989,   116.375558,    10.787750,   255.000000,     0.000000,     0.000000,  1020.000000,4,2.655018,    68.955788,     8.303962,   121.000000,     0.000000,     0.000000,  5926.000000,726
199,2052.000000,534500.000000,304364.000000,3078.000000,260.477583,148.325536,1.500000,2565.000000,139106.541910,75679.968811,41860.974659,0.000000,0.000000,0.098367,5.334713,2.902314,1.605362,0.000000,0.000000,8.335395,13.716084,1.269512,8.335395,3.703523,1.082793,15.000000,16.000000,2.000000,148,260,2,132,245,0,164,274,3,3.106725,   782.944723,    27.981149,   255.000000,     0.000000,     0.000000,  6375.000000,25,2.756335,    69.062978,     8.310414,   113.000000,     0.000000,     0.000000,  5656.000000,866
200,2276.000000,590196.000000,505772.000000,3414.000000,259.312830,222.219684,1.500000,2845.000000,120798.158172,152801.265378,-76900.414763,0.000000,0.000000,0.095028,4.034880,5.103843,-2.568615,0.000000,0.000000,9.233751,14.864047,1.329978,9.233751,3.855392,1.099718,15.000000,19.000000,2.000000,222,259,2,207,245,0,241,274,3,3.697276,   929.543922,    30.488423,   255.000000,     0.000000,     0.000000,  8415.000000,33,2.211775,    32.177549,     5.672526,    55.000000,     0.000000,     0.000000,  5034.000000,845
201,5284.000000,1405260.000000,3879200.000000,7926.000000,265.946253,734.140802,1.500000,6605.000000,788519.242998,603724.735806,-389192.012112,0.000000,0.000000,0.071767,8.567653,6.559769,-4.228765,0.000000,0.000000,15.199189,39.405022,2.750052,15.199189,6.277342,1.401028,25.000000,24.000000,2.000000,734,266,2,711,245,0,758,291,3,1.640802,   415.791074,    20.390956,   255.000000,     0.000000,     0.000000,  8670.000000,34,1.767411,    32.174361,     5.672245,    72.000000,     0.000000,     0.000000,  9339.000000,1544
202,1556.000000,402428.000000,1068824.000000,2334.000000,258.629820,686.904884,1.500000,1945.000000,44517.922879,59650.776350,12497.213368,0.000000,0.000000,0.107872,2.469006,3.308288,0.693107,0.000000,0.000000,5.885165,8.310990,0.829293,5.885165,2.882879,0.939513,13.000000,14.000000,2.000000,687,259,2,677,246,0,701,272,3,1.311054,   332.813794,    18.243185,   255.000000,     0.000000,     0.000000,  2040.000000,8,2.821979,    68.058964,     8.249786,    78.000000,     0.000000,     0.000000,  4391.000000,535
203,804.000000,205344.000000,500528.000000,1206.000000,255.402985,622.547264,1.500000,1005.000000,23279.203980,10953.432836,6710.686567,0.000000,0.000000,0.134428,3.113819,1.465128,0.897619,0.000000,0.000000,4.713376,4.371964,0.504970,4.713376,2.090924,0.796322,8.000000,12.000000,2.000000,623,255,2,613,247,0,635,262,3,1.268657,   322.298842,    17.952683,   255.000000,     0.000000,     0.000000,  1020.000000,4,4.855721,   180.604313,    13.438910,   109.000000,     0.000000,     0.000000,  3904.000000,299
204,1320.000000,349932.000000,707740.000000,1980.000000,265.100000,536.166667,1.500000,1650.000000,19583.333333,69350.800000,-7026.000000,0.000000,0.000000,0.113951,1.352450,4.789457,-0.485225,0.000000,0.000000,6.255858,6.941937,0.711290,6.255858,2.634756,0.892652,17.000000,9.000000,2.000000,536,265,2,527,248,0,544,280,3,1.931818,   489.252361,    22.119050,   255.000000,     0.000000,     0.000000,  2550.000000,10,1.264394,    13.310634,     3.648374,    44.000000,     0.000000,     0.000000,  1669.000000,395
205,4652.000000,1256532.000000,3037888.000000,6978.000000,270.105761,653.028375,1.500000,5815.000000,744912.254514,353743.965606,64970.039553,0.000000,0.000000,0.074880,9.592214,4.555151,0.836617,0.000000,0.000000,14.222244,44.053401,3.219377,14.222244,6.637274,1.476581,22.000000,30.000000,2.000000,653,270,2,627,248,0,683,289,3,2.411866,   609.339683,    24.684807,   255.000000,     0.000000,     0.000000, 11220.000000,44,2.378762,    55.793726,     7.469520,   122.000000,     0.000000,     0.000000, 11066.000000,1477
206,1404.000000,367376.000000,151812.000000,2106.000000,261.663818,108.128205,1.500000,1755.000000,53668.923077,30609.321937,-735.487179,0.000000,0.000000,0.111632,3.413763,1.946992,-0.046783,0.000000,0.000000,5.472387,7.242813,0.741724,5.472387,2.691247,0.905206,12.000000,14.000000,2.000000,108,262,2,95,250,0,122,271,3,6.175214,  1537.641409,    39.212771,   255.000000,     0.000000,     0.000000,  8670.000000,34,2.903134,    65.684124,     8.104574,    82.000000,     0.000000,     0.000000,  4076.000000,641
207,2484.000000,667416.000000,1094220.000000,3726.000000,268.685990,440.507246,1.500000,3105.000000,114020.869565,185503.072464,45011.652174,0.000000,0.000000,0.092298,3.389343,5.514198,1.338000,0.000000,0.000000,8.995839,17.721044,1.559770,8.995839,4.209637,1.159721,19.000000,16.000000,2.000000,441,269,2,426,250,0,457,285,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.851852,    98.690891,     9.934329,    75.000000,     0.000000,     0.000000,  9568.000000,744
208,1664.000000,439980.000000,771376.000000,2496.000000,264.411058,463.567308,1.500000,2080.000000,63872.461538,65642.836538,13811.961538,0.000000,0.000000,0.105485,3.239236,3.329019,0.700461,0.000000,0.000000,6.673740,10.985685,1.085743,6.673740,3.314466,1.027801,14.000000,14.000000,2.000000,464,264,2,450,250,0,478,277,3,0.765024,   194.308553,    13.939460,   255.000000,     0.000000,     0.000000,  1273.000000,5,3.243389,   134.938321,    11.616295,   139.000000,     0.000000,     0.000000,  5397.000000,481
209,2516.000000,676200.000000,1403888.000000,3774.000000,268.759936,557.984102,1.500000,3145.000000,103887.364070,175971.001590,-35009.602544,0.000000,0.000000,0.091905,3.035861,5.142334,-1.023072,0.000000,0.000000,8.270100,15.316351,1.338574,8.270100,3.913611,1.102083,17.000000,16.000000,2.000000,558,269,2,542,252,0,570,284,3,0.304054,    77.472127,     8.801825,   255.000000,     0.000000,     0.000000,   765.000000,3,2.593800,    63.611476,     7.975680,   102.000000,     0.000000,     0.000000,  6526.000000,825
210,2248.000000,618000.000000,529344.000000,3372.000000,274.911032,235.473310,1.500000,2810.000000,93800.398577,193734.206406,-79481.338078,0.000000,0.000000,0.095421,3.185246,6.578768,-2.699003,0.000000,0.000000,9.859435,14.602066,1.304443,9.859435,3.821265,1.092635,21.000000,15.000000,2.000000,235,275,2,220,254,0,248,295,3,2.949288,   743.701032,    27.270882,   255.000000,     0.000000,     0.000000,  6630.000000,26,2.763790,    92.259712,     9.605192,   110.000000,     0.000000,     0.000000,  6213.000000,719
